Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-11-11 00:00:00+00:00,0.02039100043475628,0.022489000111818314,0.019474999979138374,0.02080499939620495,4194889,0.0,0.0
2017-11-12 00:00:00+00:00,0.020837999880313873,0.021195000037550926,0.01713000051677227,0.018275000154972076,5548971,0.0,0.0
2017-11-13 00:00:00+00:00,0.018570000305771828,0.020055999979376793,0.017909999936819077,0.019672000780701637,3368732,0.0,0.0
2017-11-14 00:00:00+00:00,0.01966400071978569,0.020351000130176544,0.01935099996626377,0.019936000928282738,2305457,0.0,0.0
2017-11-15 00:00:00+00:00,0.019849000498652458,0.02108299918472767,0.019182000309228897,0.020075999200344086,5207106,0.0,0.0
2017-11-16 00:00:00+00:00,0.02018200047314167,0.021352000534534454,0.019473999738693237,0.020896999165415764,3703690,0.0,0.0
2017-11-17 00:00:00+00:00,0.020565999671816826,0.020760999992489815,0.01906299963593483,0.0195080004632473,2709008,0.0,0.0
2017-11-18 00:00:00+00:00,0.019375000149011612,0.02053000032901764,0.01873300038278103,0.01995999924838543,2218265,0.0,0.0
2017-11-19 00:00:00+00:00,0.019864000380039215,0.021542999893426895,0.019362999126315117,0.021278999745845795,3580126,0.0,0.0
2017-11-20 00:00:00+00:00,0.021330000832676888,0.024460000917315483,0.020920999348163605,0.02234099991619587,12213881,0.0,0.0
2017-11-21 00:00:00+00:00,0.022345000877976418,0.02243800088763237,0.020687000826001167,0.02138799987733364,4406455,0.0,0.0
2017-11-22 00:00:00+00:00,0.02143999934196472,0.021919000893831253,0.02102299965918064,0.021443000063300133,3709238,0.0,0.0
2017-11-23 00:00:00+00:00,0.021436000242829323,0.021539999172091484,0.0206300001591444,0.0206300001591444,3858002,0.0,0.0
2017-11-24 00:00:00+00:00,0.020602000877261162,0.021462999284267426,0.020276999101042747,0.02128399908542633,4126247,0.0,0.0
2017-11-25 00:00:00+00:00,0.021240999922156334,0.022833000868558884,0.02080800011754036,0.022833000868558884,4616768,0.0,0.0
2017-11-26 00:00:00+00:00,0.022825000807642937,0.029879000037908554,0.022585999220609665,0.027272000908851624,22914803,0.0,0.0
2017-11-27 00:00:00+00:00,0.027487000450491905,0.04290499910712242,0.027490999549627304,0.0379830002784729,58391363,0.0,0.0
2017-11-28 00:00:00+00:00,0.03800800070166588,0.09877000004053116,0.0359949991106987,0.08960899710655212,179853326,0.0,0.0
2017-11-29 00:00:00+00:00,0.08847899734973907,0.10953299701213837,0.06074099987745285,0.06688400357961655,157018780,0.0,0.0
2017-11-30 00:00:00+00:00,0.07077000290155411,0.09526500105857849,0.07077500224113464,0.08861800283193588,91916765,0.0,0.0
2017-12-01 00:00:00+00:00,0.08620800077915192,0.09751400351524353,0.08363399654626846,0.09751400351524353,54682702,0.0,0.0
2017-12-02 00:00:00+00:00,0.09772299975156784,0.10309500247240067,0.09586600214242935,0.09825599938631058,42102895,0.0,0.0
2017-12-03 00:00:00+00:00,0.09825599938631058,0.10335599631071091,0.092958003282547,0.09771399945020676,34442064,0.0,0.0
2017-12-04 00:00:00+00:00,0.09752099961042404,0.10873600095510483,0.09379400312900543,0.10085400193929672,56704798,0.0,0.0
2017-12-05 00:00:00+00:00,0.10067199915647507,0.10124199837446213,0.09455999732017517,0.0950549989938736,37564196,0.0,0.0
2017-12-06 00:00:00+00:00,0.0945030003786087,0.09931600093841553,0.08517999947071075,0.08800499886274338,56526363,0.0,0.0
2017-12-07 00:00:00+00:00,0.08795099705457687,0.09279999881982803,0.07825300097465515,0.07825300097465515,52681056,0.0,0.0
2017-12-08 00:00:00+00:00,0.07872900366783142,0.09013400226831436,0.07364200055599213,0.08627700060606003,52374206,0.0,0.0
2017-12-09 00:00:00+00:00,0.08573900163173676,0.10360900312662125,0.08485499769449234,0.08937399834394455,47305238,0.0,0.0
2017-12-10 00:00:00+00:00,0.08951199799776077,0.08951199799776077,0.07482100278139114,0.08236099779605865,34635250,0.0,0.0
2017-12-11 00:00:00+00:00,0.08134999871253967,0.09094399958848953,0.08112800121307373,0.09094399958848953,29605080,0.0,0.0
2017-12-12 00:00:00+00:00,0.09079000353813171,0.10364100337028503,0.08556599915027618,0.10053399950265884,45094459,0.0,0.0
2017-12-13 00:00:00+00:00,0.10041999816894531,0.10612300038337708,0.0918470025062561,0.10014999657869339,45924075,0.0,0.0
2017-12-14 00:00:00+00:00,0.09969200193881989,0.1792519986629486,0.09814099967479706,0.1792519986629486,230293357,0.0,0.0
2017-12-15 00:00:00+00:00,0.17363500595092773,0.1736219972372055,0.13917100429534912,0.1602730005979538,155650580,0.0,0.0
2017-12-16 00:00:00+00:00,0.15982800722122192,0.33575499057769775,0.15333999693393707,0.3038249909877777,436258001,0.0,0.0
2017-12-17 00:00:00+00:00,0.29039299488067627,0.4447909891605377,0.2838149964809418,0.3852880001068115,471755896,0.0,0.0
2017-12-18 00:00:00+00:00,0.3844830095767975,0.39550501108169556,0.34904301166534424,0.38735100626945496,189462556,0.0,0.0
2017-12-19 00:00:00+00:00,0.38889798521995544,0.4407149851322174,0.37444600462913513,0.3969460129737854,208929325,0.0,0.0
2017-12-20 00:00:00+00:00,0.3987630009651184,0.3987630009651184,0.32983899116516113,0.36364099383354187,136826988,0.0,0.0
2017-12-21 00:00:00+00:00,0.36655598878860474,0.3919300138950348,0.3414050042629242,0.35724499821662903,121804725,0.0,0.0
2017-12-22 00:00:00+00:00,0.3580850064754486,0.3580310046672821,0.2195120006799698,0.3048439919948578,113037580,0.0,0.0
2017-12-23 00:00:00+00:00,0.3102880120277405,0.3372029960155487,0.2939260005950928,0.3099929988384247,66535639,0.0,0.0
2017-12-24 00:00:00+00:00,0.3119649887084961,0.3119649887084961,0.2598380148410797,0.29191601276397705,50424597,0.0,0.0
2017-12-25 00:00:00+00:00,0.2936379909515381,0.32894399762153625,0.2715210020542145,0.31132298707962036,91366831,0.0,0.0
2017-12-26 00:00:00+00:00,0.309237003326416,0.3216319978237152,0.3033260107040405,0.32037198543548584,70955585,0.0,0.0
2017-12-27 00:00:00+00:00,0.3193559944629669,0.3218249976634979,0.29932698607444763,0.30906298756599426,61239836,0.0,0.0
